Code_Article,Libelle_Article,Rayon,Famille,Sous famille,Categorie,Sous_Categorie,Prix,combined,similar_product_in_dataset2,Prix_Produit_dataset2,Description_Produit_dataset2,similar_product_in_dataset3,Prix_Produit_dataset3,Prix_Produit_Avant_Promos_dataset3,Description_Produit_dataset3
663282807,Nectar Mangue DELICE Pqt 20CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320205 - NECTAR DE FRUITS,11732020599 - AUTRES,1173202059961 - BRIKETTE,870,nom_produit : nectar mangue delice pqt 200.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320205 - nectar de fruits,,,,Boisson au jus Poire Délice de Fruits,0.870 TND,none, 20cl
663280767,Nectar Poire OH Pqt 25CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320205 - NECTAR DE FRUITS,11732020599 - AUTRES,1173202059962 - BOITE METAL INFERIEUR A 50CL,1250,nom_produit : nectar poire oh pqt 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320205 - nectar de fruits,,,,,,,
663244298,B.Au Jus orange JUGO KIDS Pqt 125 ML,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320213 - BOISSONS AUX FRUITS PLATES,11732021311 - ORANGE,1173202131161 - BRICKETTE,650,nom_produit : b.au jus orange jugo kids pqt 125.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320213 - boissons aux fruits plates,Boisson au jus d'orange Fruzzy,0 dt 600,La brique de 125ml,,,,
663201687,B.AU JUS Smoothie healthy YUMY VERT 250ml,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320213 - BOISSONS AUX FRUITS PLATES,11732021399 - AUTRES,1173202139957 - BOUTEILLE VERRE SUPERIEUR A  50CL,2990,nom_produit : b.au jus smoothie healthy yumy vert 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320213 - boissons aux fruits plates,,,,,,,
663201697,B.AU JUS Smoothie healthy YUMY MULTI FRUITS 250ml,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320213 - BOISSONS AUX FRUITS PLATES,11732021399 - AUTRES,1173202139957 - BOUTEILLE VERRE SUPERIEUR A  50CL,2990,nom_produit : b.au jus smoothie healthy yumy multi fruits 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320213 - boissons aux fruits plates,,,,,,,
663201707,B.AU JUS Smoothie healthy YUMY ROUGE 250ml,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320213 - BOISSONS AUX FRUITS PLATES,11732021399 - AUTRES,1173202139957 - BOUTEILLE VERRE SUPERIEUR A  50CL,2990,nom_produit : b.au jus smoothie healthy yumy rouge 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320213 - boissons aux fruits plates,,,,,,,
663201717,B.AU JUS Smoothie healthy YUMY ENERGIE 250ml,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320213 - BOISSONS AUX FRUITS PLATES,11732021399 - AUTRES,1173202139957 - BOUTEILLE VERRE SUPERIEUR A  50CL,2990,nom_produit : b.au jus smoothie healthy yumy energie 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320213 - boissons aux fruits plates,,,,Boisson au Jus Mangue Energy Fruits Stil,1.150 TND,none, 25cl
663244308,B.Au Jus Cocktail JUGO KIDS Pqt 125 ML,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320213 - BOISSONS AUX FRUITS PLATES,11732021399 - AUTRES,1173202139961 - BRICKETTE,650,nom_produit : b.au jus cocktail jugo kids pqt 125.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320213 - boissons aux fruits plates,Boisson au jus barbe à papa Fruzzy,0 dt 600,La brique de 125ml,,,,
663244318,B.Au Jus Poire JUGO KIDS Pqt 125 ML,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320213 - BOISSONS AUX FRUITS PLATES,11732021399 - AUTRES,1173202139961 - BRICKETTE,650,nom_produit : b.au jus poire jugo kids pqt 125.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320213 - boissons aux fruits plates,Boisson au jus barbe à papa Fruzzy,0 dt 600,La brique de 125ml,,,,
663283837,B.Au Jus FRUTTO Bnino STIL Pqt 20CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320213 - BOISSONS AUX FRUITS PLATES,11732021399 - AUTRES,1173202139961 - BRICKETTE,970,nom_produit : b.au jus frutto bnino stil pqt 200.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320213 - boissons aux fruits plates,,,,Boisson au jus Poire Délice de Fruits,0.870 TND,none, 20cl
663701258,B.Concentre citron JAWHARA Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320401 - SIROPS BIDONS,11732040107 - CITRON,1173204010754 - BIDON SUPERIEUR OU = A 100CL,9290,nom_produit : b.concentre citron jawhara pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320401 - sirops bidons,,,,,,,
663701278,B.Concentre fraise JAWHARA Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320401 - SIROPS BIDONS,11732040109 - FRAISE,1173204010954 - BIDON SUPERIEUR OU = A 100CL,9290,nom_produit : b.concentre fraise jawhara pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320401 - sirops bidons,,,,,,,
663701268,B.Concentre orgeat-citron JAWHARA Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320401 - SIROPS BIDONS,11732040199 - AUTRES,1173204019954 - BIDON SUPERIEUR OU = A 100CL,9290,nom_produit : b.concentre orgeat-citron jawhara pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320401 - sirops bidons,,,,,,,
663701288,B.Concentre cocktail JAWHARA Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320401 - SIROPS BIDONS,11732040199 - AUTRES,1173204019954 - BIDON SUPERIEUR OU = A 100CL,9290,nom_produit : b.concentre cocktail jawhara pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320401 - sirops bidons,,,,,,,
663700118,Sirop Arome Menthe HAZEM Blle 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040301 - MENTHE,1173204030157 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,12730,nom_produit : sirop arome menthe hazem blle 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,,,,,,,
663700188,Sirop Menthe HAZEM Blle 90CL,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040301 - MENTHE,1173204030157 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,11000,nom_produit : sirop menthe hazem blle 900.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,,,,,,,
663701168,Sirop Menthe JAWHARA Blle 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040301 - MENTHE,1173204030157 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,9990,nom_produit : sirop menthe jawhara blle 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,,,,,,,
663201758,Sirop arom Toffee La Fruitiere Blle 700 ml,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040303 - GRENADINE,1173204030357 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,14990,nom_produit : sirop arom toffee la fruitiere blle 700.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,Sirop de mûres,46 dt 630,La bouteille de 70cl,,,,
663201768,Sirop arom Noisette La Fruitiere Blle 700 ml,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040303 - GRENADINE,1173204030357 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,15790,nom_produit : sirop arom noisette la fruitiere blle 700.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,Sirop de mûres,46 dt 630,La bouteille de 70cl,,,,
663201778,Sirop arom Mojito La Fruitiere Blle 700 ml,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040303 - GRENADINE,1173204030357 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,21490,nom_produit : sirop arom mojito la fruitiere blle 700.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,Sirop de mûres,46 dt 630,La bouteille de 70cl,,,,
663201788,Sirop arom Citron Vert La Fruitiere Blle 700 ml,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040303 - GRENADINE,1173204030357 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,18490,nom_produit : sirop arom citron vert la fruitiere blle 700.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,Sirop de mûres,46 dt 630,La bouteille de 70cl,,,,
663700098,Sirop Arome Grenadine HAZEM Blle 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040303 - GRENADINE,1173204030357 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,12730,nom_produit : sirop arome grenadine hazem blle 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,,,,,,,
663701178,Sirop grenadine JAWHARA Blle 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040303 - GRENADINE,1173204030357 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,9990,nom_produit : sirop grenadine jawhara blle 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,,,,,,,
663701327,Sirop arom Curacao LA FRUITIERE Blle 700 ml,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040303 - GRENADINE,1173204030357 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,20610,nom_produit : sirop arom curacao la fruitiere blle 700.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,Sirop de curaçao bleu,39 dt 860,La bouteille de 70cl,,,,
663701337,Sirop arom Kiwi Melon Citron La Fruitere Blle 700,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040303 - GRENADINE,1173204030357 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,22720,nom_produit : sirop arom kiwi melon citron la fruitere blle 700 description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,,,,,,,
663701347,Sirop arom Peche LA FRUITIERE Blle 700 ml,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040303 - GRENADINE,1173204030357 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,17440,nom_produit : sirop arom peche la fruitiere blle 700.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,Sirop de mûres,46 dt 630,La bouteille de 70cl,,,,
663701357,Sirop arom Menthe LA FRUITIERE Blle 700 ml,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040303 - GRENADINE,1173204030357 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,15530,nom_produit : sirop arom menthe la fruitiere blle 700.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,Sirop de mûres,46 dt 630,La bouteille de 70cl,,,,
663701367,Sirop arom Vanille LA FRUITIERE Blle 700 ml,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040303 - GRENADINE,1173204030357 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,23780,nom_produit : sirop arom vanille la fruitiere blle 700.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,Sirop de mûres,46 dt 630,La bouteille de 70cl,,,,
663701377,Sirop arom Pinacolada LA FRUITIERE Blle 700 ml,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040303 - GRENADINE,1173204030357 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,19550,nom_produit : sirop arom pinacolada la fruitiere blle 700.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,Sirop de mûres,46 dt 630,La bouteille de 70cl,,,,
663700108,Sirop Arome Fraise HAZEM Blle 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040309 - FRAISE,1173204030957 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,12370,nom_produit : sirop arome fraise hazem blle 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,,,,,,,
663700168,Sirop Amande HAZEM Blle 90CL,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040321 - ORGEAT,1173204032157 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,23000,nom_produit : sirop amande hazem blle 900.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,,,,,,,
663701188,Sirop orgeat JAWHARA Blle 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040321 - ORGEAT,1173204032157 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,6890,nom_produit : sirop orgeat jawhara blle 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,,,,,,,
663500048,B.Concentre fruits kiwi HAZEM Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040399 - AUTRES,1173204039936 - AUTRES,9490,nom_produit : b.concentre fruits kiwi hazem pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,,,,,,,
663500058,B.Concentre citron et menthe HAZEM Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040399 - AUTRES,1173204039936 - AUTRES,6990,nom_produit : b.concentre citron et menthe hazem pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,,,,,,,
663700068,Sirop Arome Pistache HAZEM Blle 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040399 - AUTRES,1173204039957 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,12730,nom_produit : sirop arome pistache hazem blle 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,,,,,,,
663700078,Sirop Arome Orgeat HAZEM Blle 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040399 - AUTRES,1173204039957 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,13220,nom_produit : sirop arome orgeat hazem blle 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,,,,,,,
663700178,Sirop Pistache  HAZEM Blle 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040399 - AUTRES,1173204039957 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,28880,nom_produit : sirop pistache  hazem blle 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,,,,,,,
663701198,Sirop pistache JAWHARA Blle 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040399 - AUTRES,1173204039957 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,6890,nom_produit : sirop pistache jawhara blle 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,,,,,,,
663701208,Sirop Chocolat JAWHARA Blle 0.75L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040399 - AUTRES,1173204039957 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,12290,nom_produit : sirop chocolat jawhara blle 0.75l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,,,,,,,
663701218,Sirop caramel JAWHARA Blle 0.75L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040399 - AUTRES,1173204039957 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,12290,nom_produit : sirop caramel jawhara blle 0.75l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,,,,,,,
663701228,Sirop vanille JAWHARA Blle 0.75L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040399 - AUTRES,1173204039957 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,8490,nom_produit : sirop vanille jawhara blle 0.75l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,,,,,,,
663701238,Sirop cerise JAWHARA Blle 0.75L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040399 - AUTRES,1173204039957 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,12290,nom_produit : sirop cerise jawhara blle 0.75l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,,,,,,,
663701248,Sirop framboise JAWHARA Blle 0.75L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040399 - AUTRES,1173204039957 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,8490,nom_produit : sirop framboise jawhara blle 0.75l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,,,,,,,
663500078,B.Concentre  Orange HAZEM Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320405 - CONCENTRES SUCRES,11732040501 - ORANGE,1173204050136 - AUTRES,9490,nom_produit : b.concentre  orange hazem pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320405 - concentres sucres,,,,,,,
663500808,B.Concentre  Citron HAZEM Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320405 - CONCENTRES SUCRES,11732040503 - CITRON,1173204050336 - AUTRES,9490,nom_produit : b.concentre  citron hazem pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320405 - concentres sucres,,,,,,,
663501268,B.Concentre Citron HAZEM Bidon 4L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320405 - CONCENTRES SUCRES,11732040503 - CITRON,1173204050336 - AUTRES,27900,nom_produit : b.concentre citron hazem bidon 4l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320405 - concentres sucres,,,,,,,
663500068,B.Concentre  Peche HAZEM Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320405 - CONCENTRES SUCRES,11732040599 - AUTRES,1173204059936 - AUTRES,8290,nom_produit : b.concentre  peche hazem pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320405 - concentres sucres,,,,,,,
663500097,B.Concentre Ananas HAZEM Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320405 - CONCENTRES SUCRES,11732040599 - AUTRES,1173204059936 - AUTRES,9490,nom_produit : b.concentre ananas hazem pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320405 - concentres sucres,,,,,,,
663500758,B.Concentre Arome Pistache HAZEM Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320405 - CONCENTRES SUCRES,11732040599 - AUTRES,1173204059936 - AUTRES,10850,nom_produit : b.concentre arome pistache hazem pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320405 - concentres sucres,,,,,,,
663500768,B.Concentre Arome Orgeat HAZEM Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320405 - CONCENTRES SUCRES,11732040599 - AUTRES,1173204059936 - AUTRES,10850,nom_produit : b.concentre arome orgeat hazem pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320405 - concentres sucres,,,,,,,
663500788,B.Concentre Arome Menthe HAZEM Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320405 - CONCENTRES SUCRES,11732040599 - AUTRES,1173204059936 - AUTRES,10850,nom_produit : b.concentre arome menthe hazem pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320405 - concentres sucres,,,,,,,
663500798,B.Concentre Arome Grenadine HAZEM Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320405 - CONCENTRES SUCRES,11732040599 - AUTRES,1173204059936 - AUTRES,10850,nom_produit : b.concentre arome grenadine hazem pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320405 - concentres sucres,,,,,,,
663500818,B.Concentre  Citron Amande HAZEM Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320405 - CONCENTRES SUCRES,11732040599 - AUTRES,1173204059936 - AUTRES,9490,nom_produit : b.concentre  citron amande hazem pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320405 - concentres sucres,,,,,,,
663501008,B.Concentre Fraise HAZEM Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320405 - CONCENTRES SUCRES,11732040599 - AUTRES,1173204059936 - AUTRES,9490,nom_produit : b.concentre fraise hazem pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320405 - concentres sucres,,,,,,,
663501208,B.Concentre Cocktail HAZEM Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320405 - CONCENTRES SUCRES,11732040599 - AUTRES,1173204059936 - AUTRES,9490,nom_produit : b.concentre cocktail hazem pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320405 - concentres sucres,,,,,,,
663501308,B.Concentre fraise HAZEM Bidon 4L,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320405 - CONCENTRES SUCRES,11732040599 - AUTRES,1173204059936 - AUTRES,26500,nom_produit : b.concentre fraise hazem bidon 4l description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320405 - concentres sucres,,,,,,,
660081487,Eau de source MIRA Pet 0.95L,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320501 - EAUX DE SOURCE PLATES,11732050103 - UN LITRE ET PLUS,1173205010336 - AUTRES,670,nom_produit : eau de source mira pet 0.95l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320501 - eaux de source plates,,,,,,,
660080156,Eau de Source JEKTISS Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320501 - EAUX DE SOURCE PLATES,11732050103 - UN LITRE ET PLUS,1173205010358 - 100CL ET PLUS,650,nom_produit : eau de source jektiss pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320501 - eaux de source plates,,,,,,,
660080017,"Eau Minerale MARWA Pet 0,5L",1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050501 - MOINS D UN LITRE,1173205050156 - JUSQU A 50CL,410,"nom_produit : eau minerale marwa pet 0,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates",,,,,,,
660080147,"Eau Minerale AQUALINE Pet 0,5L",1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050501 - MOINS D UN LITRE,1173205050156 - JUSQU A 50CL,420,"nom_produit : eau minerale aqualine pet 0,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates",,,,,,,
660080197,"Eau Minerale SAFIA Pet 0,5L",1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050501 - MOINS D UN LITRE,1173205050156 - JUSQU A 50CL,440,"nom_produit : eau minerale safia pet 0,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates",,,,,,,
